id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.5625,1.1625,0.4125,31.56716825,11.1413535,6.76135575,10.0640725,16.0
315,I,0.8125,0.625,0.2125,4.03980375,1.587572,0.97805775,1.3891255,7.0
316,I,1.075,0.8125,0.275,10.95708175,4.9611625,2.67902775,3.38776525,8.0
317,M,1.2125,0.925,0.325,15.4504775,7.55514175,2.721552,3.96893,7.0
318,M,1.325,1.05,0.4,21.44639675,7.0590255,5.8683465,7.087375,12.0
319,I,1.2,0.925,0.3,14.35902175,7.29999625,2.9199985,4.6776675,8.0
320,I,1.4375,1.125,0.375,27.839209,10.716111,5.76912325,9.355335,14.0
321,F,1.325,1.05,0.325,20.0430965,9.8372765,4.082328,5.839997,9.0
322,I,1.375,1.0625,0.3375,22.1409595,10.432616,4.77689075,5.953395,8.0
323,F,1.375,1.125,0.425,25.67047225,9.7238785,4.57844425,8.221355,14.0
324,F,1.475,1.15,0.3625,26.988724,10.5176645,6.6621325,7.93786,13.0
325,F,1.4875,1.1625,0.4125,36.4291075,11.736693,8.674947,10.942907,17.0
326,F,1.375,1.075,0.4125,22.8213475,8.334753,4.5075705,6.520385,9.0
327,M,1.3625,1.075,0.375,23.586784,10.0073735,4.932813,7.654365,10.0
328,F,1.5375,1.225,0.4125,32.4601775,13.5227115,7.52679225,8.3631025,10.0
329,I,1.2,0.975,0.3625,18.71067,8.32057825,3.64291075,4.53592,9.0
330,I,1.05,0.8125,0.25,9.63883,4.83358975,1.984465,2.9766975,8.0
331,I,1.0875,0.8375,0.2875,10.886208,4.69184225,2.45223175,3.118445,7.0
332,M,1.3125,1.0125,0.35,18.7957185,7.64019025,4.9044635,5.8116475,11.0
333,I,0.6625,0.4875,0.1875,2.0128145,0.97805775,0.510291,0.7654365,4.0
334,I,1.15,0.8875,0.25,14.571643,7.087375,2.79242575,3.96893,8.0
335,M,1.55,1.175,0.475,33.46658475,12.06271225,7.27164675,12.6155275,18.0
336,M,0.9875,0.7375,0.2375,7.9095105,2.73572675,1.3891255,2.4097075,10.0
337,M,1.1375,0.875,0.2625,13.48018725,5.499803,2.87747425,3.685435,9.0
338,M,1.2875,1.0125,0.4,24.11124975,9.865626,4.86193925,6.80388,15.0
339,I,0.7125,0.525,0.15,3.18931875,1.45999925,0.35436875,0.9922325,5.0
340,F,1.3,1.0,0.4,18.4555245,7.49844275,3.98310475,6.23689,9.0
341,I,0.375,0.325,0.1375,0.75126175,0.35436875,0.18427175,0.2551455,5.0
342,M,1.4375,1.2,0.45,29.5685285,12.77144975,6.2652395,9.7805775,12.0
343,M,1.5625,1.2,0.4375,35.6920205,16.85377775,7.35669525,9.7805775,12.0
344,F,1.1625,0.9,0.2875,14.17475,5.96756975,3.2034935,3.40194,7.0
345,I,0.925,0.7125,0.2125,7.72523875,3.2601925,1.63009625,2.26796,6.0
346,M,1.225,0.9625,0.325,17.08057375,8.32057825,3.64291075,4.53592,8.0
347,I,0.875,0.6625,0.225,5.556502,2.62232875,1.020582,1.8427175,6.0
348,M,1.5,1.2125,0.475,33.46658475,14.84096325,6.3786375,8.9300925,10.0
349,M,1.7375,1.4,0.5125,47.7689075,20.68096025,10.87203325,12.40290625,11.0
350,I,1.275,1.0,0.3125,18.10115575,7.86698625,4.025629,4.819415,8.0
351,M,1.3125,1.0375,0.35,22.41027975,10.56018875,4.86193925,5.2446575,10.0
352,I,0.8375,0.6,0.225,5.85417175,2.721552,1.14815475,1.360776,6.0
353,M,1.6375,1.2625,0.4375,43.21881275,19.03668925,8.57572375,10.0640725,13.0
354,I,1.175,0.8625,0.3125,13.96212875,5.85417175,3.01922175,4.252425,7.0
355,M,1.375,1.05,0.3,20.51086325,8.71747125,4.01145425,5.20213325,9.0
356,F,1.6,1.25,0.475,35.6920205,13.16834275,8.164656,11.4815475,10.0
357,I,1.1125,0.8125,0.25,10.716111,4.83358975,2.08368825,2.9766975,7.0
358,I,1.1625,0.9,0.3125,12.74310025,5.10291,2.9199985,3.96893,7.0
359,M,1.075,0.825,0.3,11.21222725,4.49339575,2.608154,3.40194,9.0
360,M,1.5875,1.25,0.475,43.30386125,17.73261225,9.56970675,12.0485375,13.0
361,F,1.725,1.375,0.475,43.6298805,18.18620425,11.963489,12.6155275,11.0
362,M,1.25,0.9375,0.2875,13.8062065,6.633783,3.0333965,4.5642695,10.0
363,I,0.9875,0.75,0.25,7.2858215,3.55786225,1.6159215,2.438057,7.0
364,F,1.525,1.125,0.4125,30.40483875,13.5227115,7.597666,7.7961125,9.0
365,M,1.25,0.975,0.3375,17.860185,6.98815175,3.07592075,5.6699,12.0
366,I,0.4625,0.3375,0.1875,0.850485,0.3685435,0.21262125,0.283495,3.0
367,M,1.125,0.875,0.3625,17.44911725,5.59902625,3.4869885,5.386405,19.0
368,F,1.5625,1.2625,0.4,30.674159,14.04717725,6.4353365,8.9300925,9.0
369,F,1.2125,0.9625,0.2875,14.61416725,4.74854125,3.061746,4.9611625,13.0
370,M,0.775,0.5625,0.1875,5.28718175,2.67902775,1.077281,1.2757275,7.0
371,I,1.3,1.0,0.375,18.14368,8.00873375,3.118445,5.2446575,9.0
372,M,1.575,1.2375,0.4125,36.61337925,16.839603,7.89533575,8.77417025,9.0
373,F,1.425,1.0875,0.3875,23.48756075,10.0640725,5.40057975,6.80388,8.0
374,I,0.875,0.6875,0.2375,4.876114,2.211261,0.963883,1.70097,6.0
375,M,1.625,1.3,0.425,32.205032,16.96717575,6.76135575,8.3631025,11.0
376,I,1.2625,0.95,0.3625,17.4349425,7.66853975,4.09650275,4.932813,8.0
377,M,1.4375,1.125,0.375,28.236102,10.90038275,6.73300625,7.49844275,9.0
378,I,0.7,0.5375,0.15,2.438057,0.963883,0.69456275,0.8221355,4.0
379,M,1.5125,1.1125,0.4125,30.107169,14.33067225,6.36446275,6.3786375,9.0
380,M,1.275,1.0,0.3125,17.236496,6.90310325,3.95475525,5.2446575,10.0
381,I,1.05,0.75,0.225,8.40562675,4.03980375,1.5025235,2.4097075,7.0
382,I,1.4375,1.125,0.375,22.58037675,8.9867915,4.97533725,6.23689,10.0
383,M,1.65,1.275,0.5125,45.7277435,15.30873,9.11436425,12.0485375,15.0
384,F,1.425,1.0875,0.425,24.9192105,10.8578585,5.2446575,7.5126175,9.0
385,M,1.25,0.975,0.3,16.45688475,7.24329725,4.63514325,4.97533725,8.0
386,M,1.425,1.1125,0.4125,24.834162,9.695529,5.76912325,7.087375,11.0
387,F,1.7,1.2625,0.4125,37.57726225,18.200379,8.97261675,9.7805775,11.0
388,I,1.2,0.925,0.3125,15.97494325,7.24329725,2.891649,4.3941725,8.0
389,I,0.875,0.6625,0.225,4.97533725,2.19708625,0.963883,1.70097,9.0
390,M,1.4375,1.125,0.4125,25.35862775,11.7083435,5.62737575,7.2291225,8.0
391,M,1.675,1.3375,0.5125,45.5576465,13.99047825,9.979024,16.5844575,20.0
392,M,1.5875,1.275,0.4625,38.158427,14.685041,7.9662095,11.01378075,15.0
393,M,1.5625,1.225,0.4125,36.457457,16.03164225,6.08096775,9.922325,10.0
394,M,1.425,1.075,0.35,22.2543575,9.525432,5.48562825,6.747181,10.0
395,F,1.6125,1.25,0.4,38.215126,17.3215445,8.561549,10.0640725,11.0
396,M,1.525,1.1875,0.4,32.16250775,13.31009025,7.24329725,8.3631025,14.0
397,M,1.425,1.1,0.4125,24.2388225,8.4198015,5.556502,7.2291225,10.0
398,M,1.3125,1.025,0.35,18.38465075,7.98038425,3.9405805,6.3786375,11.0
399,F,1.5,1.15,0.475,28.22192725,9.85145125,6.80388,11.3398,17.0
400,M,1.7,1.3,0.475,38.08755325,12.643877,8.901743,11.90679,11.0
401,I,1.0375,0.775,0.25,9.4970825,3.855532,2.08368825,2.9766975,7.0
402,M,1.4125,1.125,0.35,27.20134525,11.1413535,6.59125875,6.747181,8.0
403,M,1.3625,1.05,0.425,24.7491135,8.9867915,5.17378375,7.49844275,18.0
404,M,1.575,1.225,0.4125,33.112216,15.705623,7.881161,8.1363065,9.0
405,I,1.2625,0.9875,0.3,16.34348675,7.78193775,3.8838815,4.706017,9.0
406,M,1.175,0.9375,0.3125,15.2236815,6.05261825,3.92640575,4.252425,9.0
407,I,1.3375,1.0375,0.375,20.638436,8.20718025,5.40057975,7.087375,9.0
408,F,1.6,1.2125,0.45,38.215126,14.4298955,7.58349125,10.319218,14.0
409,I,0.8125,0.6,0.2,4.86193925,2.211261,0.97805775,1.417475,6.0
410,M,1.1875,1.0,0.35,18.5689225,7.83863675,4.082328,5.2446575,10.0
411,M,1.4375,1.0975,0.3875,24.76328825,10.47514025,6.78970525,7.7961125,12.0
412,I,0.725,0.525,0.1875,3.6003865,1.360776,0.850485,1.1056305,5.0
413,M,0.825,0.6125,0.2125,5.31553125,2.2963095,1.43164975,1.644271,10.0
414,F,1.7375,1.3625,0.475,49.34230475,12.65805175,9.53960675,14.17475,20.0
415,F,1.4125,1.0625,0.425,22.169309,7.3992195,3.92640575,8.0796075,17.0
416,I,0.9375,0.7,0.2,6.13766675,2.721552,1.0489315,2.26796,7.0
417,M,1.4875,1.1625,0.4,29.1149365,14.7133905,5.85417175,7.5126175,10.0
418,I,1.4375,1.125,0.3625,25.7696955,12.28950825,5.06038575,6.6621325,9.0
419,M,1.8125,1.375,0.4875,60.6962795,30.7025085,10.92873225,14.5432935,11.0
420,M,1.4125,1.1,0.3875,24.87668625,9.87980075,5.046211,7.29999625,11.0
421,M,1.475,1.1,0.3625,24.73493875,10.3475675,4.932813,7.7961125,11.0
422,M,1.5125,1.1875,0.4125,29.72445075,13.8062065,6.010094,8.3631025,11.0
423,M,0.95,0.7,0.25,8.12213175,4.139027,1.7293195,2.4097075,6.0
424,I,0.925,0.725,0.2375,7.9662095,3.55786225,1.6159215,2.26796,7.0
425,F,1.175,0.875,0.325,14.69921575,5.40057975,3.81300775,3.61456125,14.0
426,M,1.5125,1.175,0.475,32.16250775,14.18892475,7.881161,8.6465975,12.0
427,F,1.7,1.375,0.4875,47.95317925,21.772416,10.36174225,12.190285,11.0
428,M,1.45,1.1375,0.3625,26.705229,11.66581925,5.556502,8.0796075,10.0
429,M,1.425,1.05,0.35,22.849697,10.942907,4.8477645,6.23689,8.0
430,M,0.85,0.65,0.2125,5.10291,2.211261,1.417475,1.984465,9.0
431,F,1.3125,1.125,0.3125,23.530085,8.63242275,3.98310475,7.087375,17.0
432,F,1.1,0.85,0.325,11.09882925,4.309124,3.118445,3.40194,9.0
433,I,0.9375,0.7,0.2375,6.08096775,2.9766975,1.304077,2.1262125,7.0
434,M,1.45,1.075,0.3875,24.38057,11.793392,4.8477645,6.9456275,9.0
435,F,1.5125,1.15,0.3625,32.601925,11.8784405,6.3219385,10.489315,19.0
436,F,1.25,0.95,0.325,21.1203775,7.41339425,3.7137845,6.80388,14.0
437,F,1.4125,1.1625,0.375,28.462898,12.26115875,6.690482,7.93786,12.0
438,F,1.55,1.225,0.425,33.0838665,14.855138,7.881161,8.334753,11.0
439,I,0.6875,0.5125,0.2,3.07592075,1.34660125,0.89300925,0.97805775,7.0
440,I,0.925,0.7,0.225,7.44174375,2.70737725,1.43164975,2.26796,7.0
441,F,1.1125,0.85,0.325,13.777857,5.28718175,2.948348,4.53592,8.0
442,F,1.5625,1.225,0.5,38.498621,15.18115725,7.29999625,11.623295,13.0
443,I,1.25,0.95,0.3125,15.3937785,6.73300625,3.58621175,4.9611625,9.0
444,M,1.1375,0.875,0.2625,12.68640125,5.96756975,2.6365035,3.8271825,7.0
445,I,1.1,0.8875,0.3125,13.33843975,6.10931725,2.93417325,3.96893,8.0
446,I,0.9375,0.7125,0.2125,5.1312595,2.211261,1.13398,1.8427175,6.0
447,M,1.275,0.9875,0.45,18.80989325,7.7394135,3.685435,5.386405,16.0
448,F,1.575,1.2125,0.325,31.6096925,15.35125425,6.22271525,8.7032965,9.0
449,F,1.6,1.2625,0.4625,36.173962,13.99047825,7.27164675,12.0485375,14.0
450,F,1.3875,1.05,0.3875,27.76833525,12.587178,5.82582225,7.7961125,11.0
451,M,1.55,1.2125,0.4875,31.19862475,14.0897015,7.78193775,8.50485,10.0
452,I,0.9,0.6625,0.225,5.7549485,1.74349425,1.0489315,1.74349425,6.0
453,I,1.1,0.8625,0.2625,12.757275,4.86193925,2.2963095,3.40194,7.0
454,F,1.6,1.275,0.45,37.32211675,15.52135125,8.50485,10.4042665,11.0
455,M,1.35,1.1,0.35,21.4605715,9.808927,4.9044635,6.0951425,9.0
456,M,1.525,1.2,0.375,32.2333815,15.6772735,6.08096775,8.221355,10.0
457,F,1.5625,1.2625,0.3875,32.205032,14.92601175,7.55514175,8.3631025,9.0
458,F,1.4125,1.1,0.4375,30.957654,13.551061,5.48562825,10.035723,10.0
459,F,1.3125,1.0125,0.3375,20.00057225,8.20718025,4.7910655,5.8116475,10.0
460,M,1.75,1.325,0.475,41.23434775,17.803486,8.88756825,11.4815475,13.0
461,I,0.8375,0.6,0.2375,4.876114,2.19708625,0.963883,1.530873,7.0
462,F,1.8375,1.425,0.5375,55.46579675,22.04173625,11.26892625,21.54562,13.0
463,I,0.875,0.6375,0.2125,5.5848515,2.7499015,1.06310625,1.70097,6.0
464,M,1.525,1.225,0.4125,32.16250775,13.947954,7.24329725,8.334753,9.0
465,M,1.475,1.1625,0.3125,26.1098895,11.35397475,5.74077375,8.221355,11.0
466,F,1.4375,1.125,0.3625,26.251637,11.453198,6.59125875,7.2291225,10.0
467,F,1.6375,1.2875,0.475,41.7588135,13.96212875,8.57572375,12.2186345,12.0
468,F,1.7,1.375,0.475,44.43784125,18.21455375,11.07047975,11.90679,10.0
469,I,0.8875,0.65,0.2375,6.1518415,2.73572675,1.0489315,1.8427175,6.0
470,I,1.4,1.0625,0.3,18.597272,8.4198015,3.6570855,6.23689,9.0
471,M,1.6375,1.325,0.3875,39.7743485,20.19901875,8.2497045,9.4970825,11.0
472,M,1.3,1.025,0.3,18.71067,8.2497045,5.216308,5.5281525,8.0
473,M,1.2625,0.975,0.3375,17.36406875,7.5693165,4.18155125,5.2446575,9.0
474,M,1.5,1.2,0.4,25.41532675,13.99047825,5.14543425,7.7961125,12.0
475,F,1.525,1.1875,0.3875,24.87668625,11.49572225,6.22271525,6.23689,9.0
476,M,1.475,1.2,0.45,34.77066175,13.9763035,7.66853975,9.7805775,12.0
477,F,1.6875,1.3375,0.4875,45.99706375,20.2131935,9.53960675,13.1825175,12.0
478,I,0.7,0.525,0.175,3.01922175,1.5025235,0.83631025,0.850485,7.0
479,I,1.125,0.875,0.3375,14.69921575,6.0384435,3.4869885,4.6776675,9.0
480,I,1.425,1.1,0.4,25.92561775,10.6310625,5.48562825,7.7961125,9.0
481,F,1.25,0.95,0.275,13.53688625,5.499803,2.721552,4.252425,14.0
482,M,1.5875,1.2625,0.4875,38.215126,16.329312,8.391452,12.190285,9.0
483,M,1.575,1.225,0.4,33.12639075,15.2803805,6.53455975,9.7805775,13.0
484,F,1.45,1.2,0.4125,29.49765475,10.81533425,7.824462,8.50485,12.0
485,F,1.5375,1.1375,0.45,28.0943545,9.87980075,5.499803,10.602713,11.0
486,I,1.3,1.0,0.3625,19.447757,8.278054,4.53592,5.273007,9.0
487,I,1.1625,0.9125,0.2625,15.66309875,7.030676,3.6003865,4.9611625,9.0
488,I,0.95,0.7125,0.25,7.087375,3.35941575,1.6159215,2.1262125,7.0
489,M,1.3125,1.0,0.3375,17.84601025,6.08096775,3.9972795,5.6699,10.0
490,M,1.4875,1.175,0.325,33.46658475,13.380964,7.3992195,8.788345,12.0
491,M,1.4125,1.1,0.375,25.51455,11.623295,5.93922025,7.37087,10.0
492,M,1.3,1.025,0.35,19.71707725,7.07320025,3.98310475,6.36446275,9.0
493,M,1.5625,1.175,0.4,30.674159,12.643877,6.13766675,8.50485,11.0
494,M,1.5,1.1875,0.375,31.18445,13.4093135,6.577084,9.2135875,12.0
495,F,1.45,1.1375,0.4625,28.02348075,11.6516445,6.293589,9.07184,10.0
496,I,0.9375,0.7,0.225,6.123492,2.4097075,1.37495075,1.5592225,6.0
497,I,0.6125,0.4625,0.15,2.26796,0.737087,0.510291,0.56699,5.0
498,M,1.2125,0.9875,0.3125,18.4555245,7.24329725,3.742134,4.819415,8.0
499,M,1.375,1.0625,0.3625,28.81726675,15.0535845,6.22271525,6.3786375,9.0
500,I,0.7,0.5625,0.1875,3.005047,1.17650425,0.75126175,0.9922325,7.0
501,M,1.425,1.05,0.375,22.4244545,10.375917,4.60679375,6.3786375,9.0
502,F,1.4375,1.125,0.425,26.3933845,11.623295,6.3786375,8.50485,9.0
503,F,1.6625,1.3125,0.425,38.82464025,14.10387625,8.77417025,10.0640725,12.0
504,F,1.175,0.9125,0.3125,12.51630425,4.2807745,2.96252275,4.252425,12.0
505,I,1.35,1.0625,0.3,19.447757,8.63242275,4.479221,5.386405,9.0
506,M,0.875,0.65,0.225,6.6054335,2.721552,1.54504775,1.984465,12.0
507,F,1.4375,1.1375,0.3625,25.2594045,10.035723,6.22271525,6.6621325,10.0
508,M,1.35,1.0375,0.3125,23.11901725,11.75086775,5.42892925,7.9095105,9.0
509,I,0.9375,0.7125,0.2375,6.123492,3.04757125,1.4458245,1.984465,7.0
510,F,1.4625,1.1625,0.5,34.5013415,12.47378,6.293589,11.623295,17.0
511,M,1.575,1.175,0.425,30.1355185,14.04717725,7.52679225,7.087375,9.0
512,F,1.5875,1.25,0.4125,36.4291075,17.10892325,10.19164525,9.63883,11.0
513,M,1.5,1.1125,0.35,23.51591025,11.35397475,4.89028875,6.520385,10.0
514,F,1.55,1.225,0.4125,31.99241075,14.50076925,7.27164675,10.489315,11.0
515,F,1.5875,1.3125,0.425,37.32211675,16.51358375,7.7394135,12.757275,11.0
516,F,1.05,0.85,0.275,10.77281,4.89028875,2.4097075,3.40194,6.0
517,I,0.925,0.725,0.25,7.994559,3.572037,1.644271,2.1262125,10.0
518,F,1.6,1.3125,0.475,38.6403685,17.93105875,8.4765005,11.3398,11.0
519,I,0.7375,0.5625,0.225,4.309124,1.8427175,0.94970825,1.2190285,6.0
520,F,1.55,1.2,0.4375,37.18036925,13.4093135,7.2858215,11.623295,16.0
521,I,1.4125,1.1,0.3375,24.73493875,11.169703,5.23048275,7.7961125,13.0
522,M,1.6,1.2,0.375,36.27318525,14.685041,10.78698475,10.0640725,14.0
523,F,1.3,1.025,0.325,20.241543,8.06543275,4.86193925,5.28718175,10.0
524,I,1.0,0.7875,0.25,8.50485,4.5075705,1.8427175,2.9766975,7.0
525,F,1.425,1.1375,0.4,27.9242575,11.8217415,5.57067675,8.50485,14.0
526,I,1.0,0.775,0.2375,9.93649975,4.0539785,1.88524175,2.83495,7.0
527,F,1.725,1.375,0.475,51.27007075,21.89998875,10.13494625,11.3398,11.0
528,M,1.425,1.1,0.375,26.03901575,10.77281,5.23048275,6.80388,12.0
529,F,1.5125,1.175,0.3875,29.1716355,11.453198,7.35669525,8.46232575,9.0
530,M,1.6125,1.3125,0.4375,37.1094955,18.75319425,6.56290925,12.3320325,20.0
531,F,1.675,1.3125,0.475,45.245802,14.18892475,8.448151,12.757275,19.0
532,F,1.4125,1.1,0.3375,22.1976585,8.51902475,4.89028875,7.654365,9.0
533,M,1.7375,1.325,0.3875,44.15434625,19.4761065,12.3320325,10.602713,10.0
534,M,1.45,1.1,0.4125,24.28134675,10.33339275,6.5487345,7.087375,9.0
535,I,1.1375,0.9125,0.3125,14.07552675,6.293589,2.62232875,3.75630875,9.0
536,M,1.5,1.1625,0.3875,29.1149365,12.37455675,6.61960825,8.3631025,11.0
537,I,1.2625,0.9625,0.3125,16.85377775,7.83863675,3.50116325,5.10291,8.0
538,F,1.6125,1.275,0.45,43.3463855,19.391058,10.92873225,11.7650425,11.0
539,M,1.125,0.875,0.3375,16.9813505,6.73300625,3.81300775,4.9611625,12.0
540,I,0.85,0.6625,0.2125,5.37223025,2.2963095,1.37495075,1.5592225,7.0
541,M,1.6875,1.3375,0.3625,38.782116,14.401546,9.53960675,10.9145575,16.0
542,I,1.15,0.8625,0.2875,13.08329425,6.4920355,2.9199985,3.13261975,9.0
543,I,1.125,0.825,0.2875,14.628342,7.10154975,3.5436875,3.96893,7.0
544,M,1.2625,1.0,0.3875,19.83047525,7.7961125,4.40834725,5.6699,12.0
545,F,1.6125,1.275,0.375,36.4291075,16.0174675,8.0229085,8.9300925,10.0
546,I,0.825,0.6375,0.2125,5.8116475,2.31048425,1.14815475,1.5592225,6.0
547,F,1.6,1.25,0.4625,34.8520235,15.77649675,6.4920355,9.19941275,12.0
548,I,0.4875,0.375,0.175,1.31825175,0.46776675,0.510291,0.4252425,4.0
549,F,1.375,1.075,0.325,22.29688175,8.3631025,5.1312595,6.23689,10.0
550,M,1.675,1.3125,0.5375,51.7378375,26.26581175,10.19164525,14.74174,11.0
551,F,1.5,1.175,0.4,30.8159065,10.21999475,7.6260155,9.2135875,10.0
552,M,1.2125,0.8875,0.2875,13.70698325,6.13766675,3.3168915,4.9611625,11.0
553,M,1.7125,1.375,0.4375,43.828327,20.34076625,8.63242275,14.74174,15.0
554,I,0.7,0.5375,0.1625,3.1467945,1.26155275,0.66621325,0.850485,6.0
555,I,1.0,0.7625,0.25,9.73805325,4.46504625,2.25378525,2.9766975,7.0
556,F,1.7,1.35,0.4625,49.90929475,23.530085,10.56018875,15.87572,14.0
557,I,0.8875,0.675,0.25,6.2085405,2.65067825,1.48834875,1.984465,7.0
558,F,1.6625,1.3125,0.4375,39.02308675,14.628342,8.278054,11.3398,13.0
559,I,1.3875,1.05,0.3375,22.4244545,9.865626,4.762716,6.3786375,9.0
560,M,1.4125,1.1125,0.3875,27.9242575,12.28950825,5.6982495,8.15048125,13.0
561,M,1.2625,1.0,0.4625,21.36134825,7.55514175,4.55009475,8.3631025,12.0
562,I,0.925,0.725,0.2625,8.674947,3.96893,1.8427175,2.4664065,7.0
563,M,1.3125,0.9875,0.2875,18.653971,8.57572375,4.0539785,5.2446575,9.0
564,I,0.925,0.6875,0.25,6.33611325,2.7499015,1.190679,1.74349425,6.0
565,I,0.9125,0.675,0.225,6.0384435,2.778251,1.1056305,1.757669,6.0
566,M,1.4875,1.1625,0.4125,27.1304715,11.75086775,5.62737575,9.7805775,16.0
567,I,0.45,0.3375,0.1,0.97805775,0.3118445,0.226796,0.283495,5.0
568,F,1.225,0.9375,0.325,14.2030995,5.3013565,3.01922175,4.819415,11.0
569,I,1.3,1.0125,0.3125,19.80212575,8.34892775,4.09650275,5.5281525,10.0
570,I,0.7,0.525,0.15,2.721552,1.0489315,0.52446575,0.850485,5.0
571,I,1.125,0.8375,0.275,12.6722265,5.7549485,2.5231055,3.18931875,7.0
572,F,1.4125,1.1125,0.4125,31.467945,11.07047975,6.917278,8.77417025,14.0
573,F,1.525,1.225,0.4,32.16250775,14.0897015,7.15824875,7.654365,9.0
574,F,1.275,0.975,0.275,17.5483405,8.54737425,4.252425,4.3941725,9.0
575,M,1.575,1.225,0.3875,31.85066325,13.5227115,6.690482,8.9300925,8.0
576,I,1.0375,0.8125,0.275,9.93649975,4.49339575,2.22543575,2.8632995,7.0
577,M,1.5375,1.175,0.3875,32.4601775,13.4660125,5.9817445,9.7238785,15.0
578,F,1.3625,1.125,0.3625,22.80717275,10.36174225,4.53592,6.463686,9.0
579,I,1.375,1.05,0.4,18.030282,8.334753,3.95475525,5.8116475,11.0
580,F,1.525,1.2,0.4125,30.51823675,10.41844125,6.27941425,8.50485,8.0
581,F,1.4875,1.1625,0.4,31.48211975,13.5227115,7.314171,7.93786,10.0
582,M,1.375,1.0625,0.325,22.792998,9.8939755,3.98310475,6.80388,9.0
583,I,0.6875,0.5,0.1625,2.608154,0.97805775,0.623689,0.850485,6.0
584,M,1.5125,1.15,0.375,30.43318825,13.5794105,6.3219385,8.6465975,10.0
585,F,1.4875,1.1375,0.4,30.957654,14.81261375,6.350288,8.9300925,8.0
586,M,1.5625,1.225,0.4125,35.19590425,14.84096325,8.68912175,9.922325,14.0
587,F,1.1875,0.9125,0.3125,14.118051,6.293589,3.86970675,3.96893,8.0
588,M,1.5875,1.2125,0.3875,31.4395955,14.72756525,6.27941425,8.68912175,9.0
589,I,0.9125,0.6875,0.225,6.13766675,2.721552,1.0489315,2.26796,6.0
590,I,0.5875,0.4125,0.1125,1.45999925,0.5386405,0.29766975,0.510291,6.0
591,F,1.4875,1.2375,0.4125,31.28367325,12.54465375,5.556502,9.7805775,15.0
592,I,1.0,0.75,0.25,7.24329725,3.30271675,1.190679,2.1262125,7.0
593,M,1.625,1.3,0.4125,41.730464,18.21455375,8.845044,11.1980525,12.0
594,M,1.15,0.8875,0.2875,13.1825175,5.40057975,3.04757125,4.195726,10.0
595,M,1.725,1.3,0.5,42.354153,20.68096025,9.8372765,13.60776,13.0
596,F,1.6125,1.275,0.4625,38.952213,16.782904,7.75358825,11.3398,11.0
597,I,1.1125,0.825,0.2625,12.68640125,5.4714535,2.7499015,3.40194,8.0
598,F,1.775,1.4125,0.4875,51.49686675,23.0481435,12.06271225,14.3164975,11.0
599,I,1.05,0.8,0.2875,10.27669375,4.29494925,2.3530085,3.2601925,7.0
600,I,1.225,0.9375,0.3125,14.7133905,6.9456275,3.04757125,4.9611625,8.0
601,I,1.15,0.9,0.2875,14.5432935,5.9817445,2.96252275,4.252425,8.0
602,I,0.7875,0.575,0.175,3.515338,1.0489315,0.69456275,1.13398,7.0
603,I,1.25,0.9375,0.275,14.52911875,6.123492,2.721552,4.53592,7.0
604,F,1.125,0.875,0.325,12.984071,5.34388075,2.5798045,4.365823,10.0
605,I,1.1,0.8,0.275,10.73028575,4.309124,2.4097075,3.5436875,7.0
606,M,1.575,1.2125,0.375,33.35318675,13.834556,6.98815175,9.7805775,10.0
607,M,1.475,1.125,0.3875,27.34309275,11.18387775,5.9250455,7.7961125,13.0
608,I,0.9625,0.725,0.2625,7.92368525,3.1467945,1.7293195,2.33883375,7.0
609,I,0.975,0.725,0.2125,7.21494775,3.04757125,1.7293195,2.26796,8.0
610,F,1.4125,1.1375,0.3875,28.066005,12.530479,5.8683465,8.6465975,9.0
611,F,1.425,1.1625,0.375,26.12406425,11.453198,6.98815175,7.2291225,9.0
612,F,1.425,1.125,0.375,23.79940525,10.81533425,5.54232725,6.9456275,10.0
613,F,1.55,1.2625,0.4125,35.6920205,15.52135125,8.49067525,9.7805775,10.0
614,I,1.1375,0.875,0.3625,12.813974,4.422522,2.9766975,4.3941725,11.0
615,M,1.5375,1.225,0.425,31.2127995,14.4298955,6.9456275,8.788345,10.0
616,I,1.2125,0.975,0.3375,14.628342,5.613201,3.72795925,4.9611625,9.0
617,I,0.575,0.4375,0.1125,1.77184375,0.75126175,0.46776675,0.4252425,7.0
618,I,1.1,0.8625,0.2625,12.7856245,5.953395,2.99087225,3.685435,9.0
619,F,1.35,1.075,0.35,20.25571775,9.87980075,4.09650275,5.10291,9.0
620,I,0.675,0.5375,0.2,2.8632995,1.17650425,0.623689,0.9355335,5.0
621,I,1.3625,1.125,0.4,21.829115,9.6671795,4.4508715,7.37087,10.0
622,F,1.8375,1.4625,0.4625,49.85259575,25.16018125,11.5949455,13.48018725,12.0
623,M,1.45,1.1625,0.375,25.69882175,10.5176645,6.6621325,7.5126175,8.0
624,F,1.6125,1.25,0.4,32.72949775,12.74310025,7.01650125,9.63883,12.0
625,M,1.425,1.0625,0.325,28.8314415,13.777857,6.1518415,6.23689,18.0
626,F,1.6125,1.2375,0.4375,37.0527965,17.1514475,8.5898985,9.7805775,10.0
627,I,1.25,1.0,0.3375,17.50581625,6.123492,3.9405805,5.5281525,8.0
628,M,1.475,1.1375,0.325,24.153774,9.87980075,4.89028875,8.221355,10.0
